execution_timestamp,pubDate,organization,title,link,summary
2025-05-01 19;14;10,2025年2月20日,経済産業省お知らせ,令和7年度「地域経済政策推進事業費補助金（映像芸術文化支援事業）」  に係る補助事業者（執行団体）の公募について,https://www.meti.go.jp/information/publicoffer/kobo/2025/k250220001.html,
2025-05-01 19;14;10,2025年2月20日,経済産業省お知らせ,日本産業規格（JIS）を制定・改正しました（2025年2月分）,https://www.meti.go.jp/policy/economy/hyojun-kijun/jiskouji/20250220001.html,
2025-05-01 19;14;10,2025年2月14日,経済産業省お知らせ,「競争力ある生成AI基盤モデルの開発（GENIAC）」次回公募に関する検討状況について,https://www.meti.go.jp/policy/mono_info_service/joho/post5g/20250214.html,
2025-05-01 19;14;10,2025年2月14日,経済産業省お知らせ,経済産業省「地域におけるヘルスケア産業推進事業」を通じて、武蔵野市×あいらいふが相互連携で高齢者の健康増進に関する課題に対応する連携協定を締結しました,https://www.meti.go.jp/policy/mono_info_service/healthcare/kaigo/kaigo20250211.html,
2025-05-01 19;14;10,2025年2月12日,経済産業省お知らせ,「介護関連サービス事業協会」設立式およびカンファレンスが開催されます,https://www.meti.go.jp/policy/mono_info_service/healthcare/csbaseturitusiki.html,
2025-05-01 19;14;10,2025年2月7日,経済産業省お知らせ,「ポスト5G情報通信システム基盤強化研究開発事業」の公募を開始します（2025年2月7日）,https://www.meti.go.jp/policy/mono_info_service/joho/post5g/20240207.html,
2025-05-01 19;14;10,2025年2月7日,経済産業省お知らせ,アンモニアを燃料利用するための発電用ボイラに関する技術仕様書が発行されました?日本発 環境性能に配慮したアンモニアの燃料利用によるカーボンニュートラル社会実現を目指して（ISO/TS 21343）,https://www.meti.go.jp/policy/economy/hyojun-kijun/is/20250207.html,
2025-05-01 19;14;10,2025年2月6日,経済産業省お知らせ,改正地球温暖化対策推進法に基づくJCM指定実施機関への申請意向調査を行います,https://www.meti.go.jp/policy/energy_environment/global_warming/jcm/agency_0206.html,
2025-05-01 19;14;10,2025年2月6日,経済産業省お知らせ,ガストーチに対する規制が開始されます,https://www.meti.go.jp/product_safety/consumer/gastorch.html,
2025-05-01 19;14;10,2025年2月5日,経済産業省お知らせ,第3回モビリティDXプラットフォーム会員交流イベント「SDVのグローバルな取組・議論の潮流」を開催します,https://www.mobilitydx.go.jp/event/event05.html,
2025-05-01 19;14;10,2025年2月3日,経済産業省お知らせ,令和5年度補正グローバルサウス未来志向型共創等事業委託費におけるマスタープラン策定等調査事業を実施する再委託先の二次公募（企画競争）を開始しました,https://www.meti.go.jp/policy/external_economy/cooperation/oda/r5_hosei_mpkoubo_niji.html,
2025-05-01 19;14;10,2025-05-01T05:00:00+09:00,総務省お知らせ,令和7年度 特定地域づくり事業推進交付金の交付決定(第2回),https://www.soumu.go.jp/menu_news/s-news/01gyosei09_02000169.html,
2025-05-01 19;14;10,2025-05-01T05:00:00+09:00,総務省お知らせ,統計局総務課 任期付職員採用情報,https://www.soumu.go.jp/menu_syokai/saiyou/detail/02toukei01_04000105.html,
2025-05-01 19;14;10,2025-05-01T05:00:00+09:00,総務省お知らせ,総合職技術系（情報通信行政）の説明会情報を更新しました。,https://www.soumu.go.jp/menu_syokai/saiyou/isougou_setumeikai.html,
2025-05-01 19;14;10,2025-05-01T05:00:00+09:00,総務省お知らせ,一般職技術系（情報通信行政）の情報を更新しました,https://www.soumu.go.jp/menu_syokai/saiyou/i2syu.html,
2025-05-01 19;14;10,2025-05-01T05:00:00+09:00,総務省お知らせ,総務省選考採用（事務系/技術系・課長補佐級/係長級・一般職相当）の情報を更新しました。,https://www.soumu.go.jp/menu_syokai/saiyou/ippan_senkou.html,
2025-05-01 19;14;10,2025-04-30T05:00:00+09:00,総務省お知らせ,令和7年度第1回過疎問題懇談会,https://www.soumu.go.jp/main_sosiki/jichi_gyousei/c-gyousei/2001/kaso/02gyosei10_04000098.html,
2025-05-01 19;14;10,2025-04-30T05:00:00+09:00,総務省お知らせ,デジタル空間における情報流通の諸課題への対処に関する検討会 デジタル広告ワーキンググループ（第9回）開催案内,https://www.soumu.go.jp/main_sosiki/kenkyu/digital_shokadai/02ryutsu02_04000541.html,
2025-05-01 19;14;10,2025-04-30T05:00:00+09:00,総務省お知らせ,情報流通プラットフォーム対処法第20条第1項に基づく大規模特定電気通信役務提供者の指定,https://www.soumu.go.jp/menu_news/s-news/01ryutsu02_02000435.html,
2025-05-01 19;14;10,2025-04-30T05:00:00+09:00,総務省お知らせ,「PHR サービス提供者による健診等情報の取扱いに関する基本的指針」の公表,https://www.soumu.go.jp/menu_news/s-news/01ryutsu06_02000443.html,
2025-05-01 19;14;10,2025-04-30T05:00:00+09:00,総務省お知らせ,電波法施行規則及び無線局免許手続規則の一部を改正する省令案等に係る意見募集,https://www.soumu.go.jp/menu_news/s-news/01kiban14_02000696.html,
2025-05-01 19;14;10,2025-04-30T05:00:00+09:00,総務省お知らせ,令和6年度補正予算「デジタル活用支援推進事業」の公募に係る採択の結果（全国展開型及び講師派遣型の事業実施団体）,https://www.soumu.go.jp/menu_news/s-news/01ryutsu02_02000431.html,
2025-05-01 19;14;10,2025-04-30T05:00:00+09:00,総務省お知らせ,総合職技術系官庁訪問の情報を更新しました。,https://www.soumu.go.jp/menu_syokai/saiyou/isougou_howtoentry.html,
2025-05-01 19;14;10,2025-04-30T05:00:00+09:00,総務省お知らせ,サイバーセキュリティ統括官  非常勤職員採用情報,https://www.soumu.go.jp/menu_syokai/saiyou/detail/02cyber01_04000001_00313.html,
2025-05-01 19;14;10,2025-04-30T05:00:00+09:00,総務省お知らせ,令和7年4月30日付　総務省人事,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02001081.html,
2025-05-01 19;14;10,2025-04-29T05:00:00+09:00,総務省お知らせ,令和7年春の叙勲（消防関係）（令和7年4月29日）,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001036.html,
2025-05-01 19;14;10,2025-04-29T05:00:00+09:00,総務省お知らせ,令和7年春の叙勲,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02001080.html,
2025-05-01 19;14;10,2025-04-28T05:00:00+09:00,総務省お知らせ,情報通信審議会　情報通信技術分科会　ITU部会　電波伝搬委員会（第42回）開催案内,https://www.soumu.go.jp/main_sosiki/joho_tsusin/policyreports/joho_tsusin/kaisai/02kiban12_04000415.html,
2025-05-01 19;14;10,2025-04-28T05:00:00+09:00,総務省お知らせ,自治体におけるAIの利用に関するワーキンググループ（第3回）,https://www.soumu.go.jp/main_sosiki/kenkyu/jizokukanonachihozaisei/02gyosei04_04000164.html,
2025-05-01 19;14;10,2025-04-28T05:00:00+09:00,総務省お知らせ,第12回職業分類改定研究会,https://www.soumu.go.jp/main_sosiki/kenkyu/Occupational_Classification/dai12kai_00002.html,
2025-05-01 19;14;10,2025-04-28T05:00:00+09:00,総務省お知らせ,接続料の算定等に関する研究会（第94回）,https://www.soumu.go.jp/main_sosiki/kenkyu/access-charge_calculation/02kiban03_04001100.html,
